precinct,simp_race,estimate,units
410670357,Some other race alone,0.01071,People
410670357,Two or more races:,718.338126,People
410670357,White alone,2920.295985,People
410670358,American Indian and Alaska Native alone,0.9138529999999999,People
410670358,Asian alone,410.502426,People
410670358,Black or African American alone,15.198873,People
410670358,Hispanic or Latinx,169.03752599999999,People
410670358,Native Hawaiian and Other Pacific Islander alone,7.901800000000001,People
410670358,Some other race alone,0.001989,People
410670358,Two or more races:,145.440974,People
410670358,White alone,1196.060201,People
410670359,American Indian and Alaska Native alone,4.21462,People
410670359,Asian alone,1532.1636,People
410670359,Black or African American alone,191.377757,People
410670359,Hispanic or Latinx,1443.988068,People
410670359,Native Hawaiian and Other Pacific Islander alone,28.018155,People
410670359,Some other race alone,6.694452000000001,People
410670359,Two or more races:,398.98321,People
410670359,White alone,2152.414128,People
410670360,American Indian and Alaska Native alone,0.748402,People
410670360,Asian alone,418.215838,People
410670360,Black or African American alone,118.642369,People
410670360,Hispanic or Latinx,319.976795,People
410670360,Native Hawaiian and Other Pacific Islander alone,4.050744,People
410670360,Some other race alone,0,People
410670360,Two or more races:,337.109468,People
410670360,White alone,1727.573242,People
410670361,American Indian and Alaska Native alone,17.062475,People
410670361,Asian alone,397.64248899999996,People
410670361,Black or African American alone,297.338694,People
410670361,Hispanic or Latinx,688.3529769999999,People
410670361,Native Hawaiian and Other Pacific Islander alone,5.406534000000001,People
410670361,Some other race alone,0,People
410670361,Two or more races:,154.06306,People
410670361,White alone,1634.2634850000002,People
410670362,American Indian and Alaska Native alone,58.907120000000006,People
410670362,Asian alone,430.984687,People
410670362,Black or African American alone,33.433217,People
410670362,Hispanic or Latinx,760.663806,People
410670362,Native Hawaiian and Other Pacific Islander alone,0,People
410670362,Some other race alone,83.789964,People
410670362,Two or more races:,287.866042,People
410670362,White alone,4157.577148,People
410670363,American Indian and Alaska Native alone,21.445032,People
410670363,Asian alone,1178.439384,People
410670363,Black or African American alone,182.321495,People
410670363,Hispanic or Latinx,1133.367097,People
410670363,Native Hawaiian and Other Pacific Islander alone,5.199329,People
410670363,Some other race alone,47.996024000000006,People
410670363,Two or more races:,778.871594,People
410670363,White alone,5199.357892,People
410670364,American Indian and Alaska Native alone,0.004725,People
410670364,Asian alone,485.94747,People
410670364,Black or African American alone,71.753273,People
410670364,Hispanic or Latinx,78.669685,People
410670364,Native Hawaiian and Other Pacific Islander alone,8.102119,People
410670364,Some other race alone,0.010575,People
410670364,Two or more races:,168.569144,People
410670364,White alone,1621.975713,People
410670365,American Indian and Alaska Native alone,1.052352,People
410670365,Asian alone,309.139114,People
410670365,Black or African American alone,43.723144,People
410670365,Hispanic or Latinx,148.293665,People
410670365,Native Hawaiian and Other Pacific Islander alone,25.056686,People
410670365,Some other race alone,2.355264,People
410670365,Two or more races:,188.418918,People
410670365,White alone,2634.9635,People
410670366,American Indian and Alaska Native alone,3.831212,People
410670366,Asian alone,283.960242,People
410670366,Black or African American alone,70.4757,People
410670366,Hispanic or Latinx,185.470133,People
410670366,Native Hawaiian and Other Pacific Islander alone,0,People
410670366,Some other race alone,0,People
410670366,Two or more races:,179.708766,People
410670366,White alone,2088.94599,People
410670367,American Indian and Alaska Native alone,0,People
410670367,Asian alone,1713.682367,People
410670367,Black or African American alone,112.081829,People
410670367,Hispanic or Latinx,176.036248,People
410670367,Native Hawaiian and Other Pacific Islander alone,34.991613,People
410670367,Some other race alone,31.757578,People
410670367,Two or more races:,289.05743,People
410670367,White alone,2025.886667,People
410670368,American Indian and Alaska Native alone,4.040847,People
410670368,Asian alone,739.818446,People
410670368,Black or African American alone,81.98618200000001,People
410670368,Hispanic or Latinx,258.810655,People
410670368,Native Hawaiian and Other Pacific Islander alone,26.056632999999998,People
410670368,Some other race alone,0,People
410670368,Two or more races:,313.033594,People
410670368,White alone,2202.837071,People
410670369,American Indian and Alaska Native alone,1.678102,People
410670369,Asian alone,86.95325,People
410670369,Black or African American alone,3.1329439999999997,People
410670369,Hispanic or Latinx,241.533968,People
410670369,Native Hawaiian and Other Pacific Islander alone,0.008199999999999999,People
410670369,Some other race alone,0,People
410670369,Two or more races:,115.07937199999999,People
410670369,White alone,1121.496846,People
410670370,American Indian and Alaska Native alone,28.344863,People
410670370,Asian alone,70.18653499999999,People
410670370,Black or African American alone,9.078839,People
410670370,Hispanic or Latinx,192.418478,People
410670370,Native Hawaiian and Other Pacific Islander alone,0,People
410670370,Some other race alone,0,People
410670370,Two or more races:,210.528054,People
410670370,White alone,1777.491208,People
410670371,American Indian and Alaska Native alone,0.004653,People
410670371,Asian alone,91.08539499999999,People
410670371,Black or African American alone,14.941428,People
410670371,Hispanic or Latinx,257.514073,People
410670371,Native Hawaiian and Other Pacific Islander alone,0.017238,People
410670371,Some other race alone,0,People
410670371,Two or more races:,214.792998,People
410670371,White alone,1597.216494,People
410670372,American Indian and Alaska Native alone,0,People
410670372,Asian alone,4.4675839999999996,People
410670372,Black or African American alone,0.018981,People
410670372,Hispanic or Latinx,66.285164,People
410670372,Native Hawaiian and Other Pacific Islander alone,0,People
410670372,Some other race alone,0,People
410670372,Two or more races:,16.099128,People
410670372,White alone,1267.7855459999998,People
410670373,American Indian and Alaska Native alone,0,People
410670373,Asian alone,26.999971000000002,People
410670373,Black or African American alone,0,People
410670373,Hispanic or Latinx,16.000528,People
410670373,Native Hawaiian and Other Pacific Islander alone,0,People
410670373,Some other race alone,0,People
410670373,Two or more races:,1.52e-4,People
410670373,White alone,539.0028619999999,People
410670374,American Indian and Alaska Native alone,0.144906,People
410670374,Asian alone,70.874582,People
410670374,Black or African American alone,1.2003990000000002,People
410670374,Hispanic or Latinx,574.180826,People
410670374,Native Hawaiian and Other Pacific Islander alone,0,People
410670374,Some other race alone,0.47566600000000003,People
410670374,Two or more races:,48.14053,People
410670374,White alone,3602.318076,People
410670375,American Indian and Alaska Native alone,0,People
410670375,Asian alone,1063.874953,People
410670375,Black or African American alone,114.318027,People
410670375,Hispanic or Latinx,466.733,People
410670375,Native Hawaiian and Other Pacific Islander alone,110.67400099999999,People
410670375,Some other race alone,0,People
410670375,Two or more races:,514.867356,People
410670375,White alone,9368.045407,People
410670376,American Indian and Alaska Native alone,0.011340000000000001,People
410670376,Asian alone,283.337661,People
410670376,Black or African American alone,22.992649000000004,People
410670376,Hispanic or Latinx,165.070636,People
410670376,Native Hawaiian and Other Pacific Islander alone,15.352993000000001,People
410670376,Some other race alone,2.16e-4,People
410670376,Two or more races:,77.939384,People
410670376,White alone,1596.453468,People
410670377,American Indian and Alaska Native alone,0,People
410670377,Asian alone,1594.7884620000002,People
410670377,Black or African American alone,56.91687,People
410670377,Hispanic or Latinx,137.311057,People
410670377,Native Hawaiian and Other Pacific Islander alone,24.731638,People
410670377,Some other race alone,26.86549,People
410670377,Two or more races:,408.50531200000006,People
410670377,White alone,1944.850848,People
410670378,American Indian and Alaska Native alone,1.746539,People
410670378,Asian alone,259.485913,People
410670378,Black or African American alone,72.220915,People
410670378,Hispanic or Latinx,149.92540499999998,People
410670378,Native Hawaiian and Other Pacific Islander alone,0,People
410670378,Some other race alone,2.930583,People
410670378,Two or more races:,275.474772,People
410670378,White alone,3478.919446,People
410670379,American Indian and Alaska Native alone,10.172309000000002,People
410670379,Asian alone,54.845154,People
410670379,Black or African American alone,27.779702000000004,People
410670379,Hispanic or Latinx,447.247745,People
410670379,Native Hawaiian and Other Pacific Islander alone,3.280475,People
410670379,Some other race alone,4.495683,People
410670379,Two or more races:,92.906346,People
410670379,White alone,930.932728,People
410670380,American Indian and Alaska Native alone,4.1021600000000005,People
410670380,Asian alone,187.36739100000003,People
410670380,Black or African American alone,31.630384,People
410670380,Hispanic or Latinx,244.64226299999999,People
410670380,Native Hawaiian and Other Pacific Islander alone,4.682139,People
410670380,Some other race alone,7.172968,People
410670380,Two or more races:,154.734248,People
410670380,White alone,1331.03531,People
410670381,American Indian and Alaska Native alone,0,People
410670381,Asian alone,1991.319661,People
410670381,Black or African American alone,73.952825,People
410670381,Hispanic or Latinx,205.274547,People
410670381,Native Hawaiian and Other Pacific Islander alone,21.265420000000002,People
410670381,Some other race alone,0.8727189999999999,People
410670381,Two or more races:,190.24168600000002,People
410670381,White alone,1680.089482,People
410670382,American Indian and Alaska Native alone,0.8231590000000001,People
410670382,Asian alone,76.857968,People
410670382,Black or African American alone,63.844532,People
410670382,Hispanic or Latinx,707.881872,People
410670382,Native Hawaiian and Other Pacific Islander alone,0,People
410670382,Some other race alone,0.143872,People
410670382,Two or more races:,137.87603000000001,People
410670382,White alone,779.627598,People
410670383,American Indian and Alaska Native alone,0.1985,People
410670383,Asian alone,95.460315,People
410670383,Black or African American alone,3.951428,People
410670383,Hispanic or Latinx,46.971823,People
410670383,Native Hawaiian and Other Pacific Islander alone,0.766505,People
410670383,Some other race alone,0.8400209999999999,People
410670383,Two or more races:,114.10234999999999,People
410670383,White alone,1568.466497,People
410670384,American Indian and Alaska Native alone,1.436042,People
410670384,Asian alone,53.245606,People
410670384,Black or African American alone,11.94915,People
410670384,Hispanic or Latinx,97.067205,People
410670384,Native Hawaiian and Other Pacific Islander alone,0,People
410670384,Some other race alone,0,People
410670384,Two or more races:,116.445986,People
410670384,White alone,1249.6867650000002,People
410670385,American Indian and Alaska Native alone,2.503487,People
410670385,Asian alone,405.078996,People
410670385,Black or African American alone,52.871921,People
410670385,Hispanic or Latinx,266.913182,People
410670385,Native Hawaiian and Other Pacific Islander alone,1.278285,People
410670385,Some other race alone,0,People
410670385,Two or more races:,203.20153,People
410670385,White alone,2972.433382,People
410670386,American Indian and Alaska Native alone,7.956234,People
410670386,Asian alone,68.222199,People
410670386,Black or African American alone,20.649796000000002,People
410670386,Hispanic or Latinx,128.552253,People
410670386,Native Hawaiian and Other Pacific Islander alone,10.485831,People
410670386,Some other race alone,3.4790430000000003,People
410670386,Two or more races:,162.04157,People
410670386,White alone,2091.663532,People
410670387,American Indian and Alaska Native alone,13.208947,People
410670387,Asian alone,410.399626,People
410670387,Black or African American alone,51.192278,People
410670387,Hispanic or Latinx,522.211062,People
410670387,Native Hawaiian and Other Pacific Islander alone,2.561265,People
410670387,Some other race alone,28.895036,People
410670387,Two or more races:,174.53176,People
410670387,White alone,1926.092065,People
410670388,American Indian and Alaska Native alone,9.219127,People
410670388,Asian alone,127.468272,People
410670388,Black or African American alone,18.537406,People
410670388,Hispanic or Latinx,298.210492,People
410670388,Native Hawaiian and Other Pacific Islander alone,0.178365,People
410670388,Some other race alone,0.243225,People
410670388,Two or more races:,272.531562,People
410670388,White alone,3342.233739,People
410670389,American Indian and Alaska Native alone,4.629778,People
410670389,Asian alone,335.593785,People
410670389,Black or African American alone,26.62937,People
410670389,Hispanic or Latinx,156.929089,People
410670389,Native Hawaiian and Other Pacific Islander alone,2.42e-4,People
410670389,Some other race alone,11.50848,People
410670389,Two or more races:,129.902406,People
410670389,White alone,1772.315925,People
410670390,American Indian and Alaska Native alone,0.001629,People
410670390,Asian alone,672.068969,People
410670390,Black or African American alone,21.397170999999997,People
410670390,Hispanic or Latinx,83.23405699999999,People
410670390,Native Hawaiian and Other Pacific Islander alone,8.624649999999999,People
410670390,Some other race alone,0.07694100000000001,People
410670390,Two or more races:,409.765704,People
410670390,White alone,1533.1249919999998,People
410670391,American Indian and Alaska Native alone,0,People
410670391,Asian alone,170.055325,People
410670391,Black or African American alone,56.937488,People
410670391,Hispanic or Latinx,50.788067,People
410670391,Native Hawaiian and Other Pacific Islander alone,0,People
410670391,Some other race alone,36.625654,People
410670391,Two or more races:,176.178106,People
410670391,White alone,2734.537494,People
410670392,American Indian and Alaska Native alone,0.020461,People
410670392,Asian alone,1184.007081,People
410670392,Black or African American alone,188.265909,People
410670392,Hispanic or Latinx,986.967046,People
410670392,Native Hawaiian and Other Pacific Islander alone,53.522019,People
410670392,Some other race alone,0.042423999999999996,People
410670392,Two or more races:,646.086826,People
410670392,White alone,10559.48148,People
410670393,American Indian and Alaska Native alone,7.0651839999999995,People
410670393,Asian alone,595.670965,People
410670393,Black or African American alone,110.248242,People
410670393,Hispanic or Latinx,514.839496,People
410670393,Native Hawaiian and Other Pacific Islander alone,0,People
410670393,Some other race alone,1.56e-4,People
410670393,Two or more races:,249.761534,People
410670393,White alone,4750.606941,People
410670394,American Indian and Alaska Native alone,2.8e-5,People
410670394,Asian alone,87.300004,People
410670394,Black or African American alone,14.04009,People
410670394,Hispanic or Latinx,27.725852,People
410670394,Native Hawaiian and Other Pacific Islander alone,2.9409959999999997,People
410670394,Some other race alone,0,People
410670394,Two or more races:,57.440976000000006,People
410670394,White alone,287.71103800000003,People
410670395,American Indian and Alaska Native alone,13.952482999999999,People
410670395,Asian alone,516.089882,People
410670395,Black or African American alone,106.990938,People
410670395,Hispanic or Latinx,162.247242,People
410670395,Native Hawaiian and Other Pacific Islander alone,4.748016,People
410670395,Some other race alone,0.01764,People
410670395,Two or more races:,192.33793,People
410670395,White alone,2077.183301,People
410670396,American Indian and Alaska Native alone,2.2627740000000003,People
410670396,Asian alone,32.933715,People
410670396,Black or African American alone,15.077477000000002,People
410670396,Hispanic or Latinx,103.83433300000002,People
410670396,Native Hawaiian and Other Pacific Islander alone,18.255258,People
410670396,Some other race alone,9.6e-5,People
410670396,Two or more races:,73.81514800000001,People
410670396,White alone,677.492246,People
410670397,American Indian and Alaska Native alone,0.003675,People
410670397,Asian alone,613.182678,People
410670397,Black or African American alone,74.65407200000001,People
410670397,Hispanic or Latinx,377.04007600000006,People
410670397,Native Hawaiian and Other Pacific Islander alone,49.994725,People
410670397,Some other race alone,0,People
410670397,Two or more races:,240.82265,People
410670397,White alone,3061.8546120000005,People
410670398,American Indian and Alaska Native alone,7.587559,People
410670398,Asian alone,461.621031,People
410670398,Black or African American alone,84.527156,People
410670398,Hispanic or Latinx,284.72862200000003,People
410670398,Native Hawaiian and Other Pacific Islander alone,7.111285,People
410670398,Some other race alone,0.526752,People
410670398,Two or more races:,232.888626,People
410670398,White alone,1869.5473929999998,People
410670399,American Indian and Alaska Native alone,5.3247349999999996,People
410670399,Asian alone,200.694113,People
410670399,Black or African American alone,66.040559,People
410670399,Hispanic or Latinx,252.626935,People
410670399,Native Hawaiian and Other Pacific Islander alone,18.988296000000002,People
410670399,Some other race alone,0.43328999999999995,People
410670399,Two or more races:,227.806986,People
410670399,White alone,3455.705888,People
410670400,American Indian and Alaska Native alone,3.753819,People
410670400,Asian alone,67.187679,People
410670400,Black or African American alone,26.498352,People
410670400,Hispanic or Latinx,233.164109,People
410670400,Native Hawaiian and Other Pacific Islander alone,34.070636,People
410670400,Some other race alone,9.099999999999999e-4,People
410670400,Two or more races:,78.84628599999999,People
410670400,White alone,1167.200833,People
410670401,American Indian and Alaska Native alone,0.007644,People
410670401,Asian alone,65.932252,People
410670401,Black or African American alone,25.686216,People
410670401,Hispanic or Latinx,46.677136000000004,People
410670401,Native Hawaiian and Other Pacific Islander alone,0.002736,People
410670401,Some other race alone,13.259220000000001,People
410670401,Two or more races:,97.491632,People
410670401,White alone,1185.909016,People
410670402,American Indian and Alaska Native alone,0.296517,People
410670402,Asian alone,351.047069,People
410670402,Black or African American alone,22.21758,People
410670402,Hispanic or Latinx,313.276468,People
410670402,Native Hawaiian and Other Pacific Islander alone,6.797840999999999,People
410670402,Some other race alone,9.923251,People
410670402,Two or more races:,167.968176,People
410670402,White alone,2285.111908,People
410670403,American Indian and Alaska Native alone,0,People
410670403,Asian alone,845.5385279999999,People
410670403,Black or African American alone,25.416738,People
410670403,Hispanic or Latinx,140.457584,People
410670403,Native Hawaiian and Other Pacific Islander alone,26.392695,People
410670403,Some other race alone,0.347841,People
410670403,Two or more races:,636.7832500000001,People
410670403,White alone,1654.7951890000002,People
410670404,American Indian and Alaska Native alone,3.270865,People
410670404,Asian alone,61.221903000000005,People
410670404,Black or African American alone,4.0680879999999995,People
410670404,Hispanic or Latinx,181.218096,People
410670404,Native Hawaiian and Other Pacific Islander alone,1.1563430000000001,People
410670404,Some other race alone,0.618933,People
410670404,Two or more races:,147.039044,People
410670404,White alone,1120.052058,People
410670405,American Indian and Alaska Native alone,11.836272,People
410670405,Asian alone,81.34930399999999,People
410670405,Black or African American alone,29.512856,People
410670405,Hispanic or Latinx,174.883925,People
410670405,Native Hawaiian and Other Pacific Islander alone,6.092334,People
410670405,Some other race alone,17.116108999999998,People
410670405,Two or more races:,136.642538,People
410670405,White alone,1422.5578189999999,People
410670406,American Indian and Alaska Native alone,12.853301,People
410670406,Asian alone,325.044156,People
410670406,Black or African American alone,32.843248,People
410670406,Hispanic or Latinx,940.5833439999999,People
410670406,Native Hawaiian and Other Pacific Islander alone,0,People
410670406,Some other race alone,18.597587,People
410670406,Two or more races:,234.190338,People
410670406,White alone,2195.549631,People
410670407,American Indian and Alaska Native alone,0,People
410670407,Asian alone,297.534035,People
410670407,Black or African American alone,56.361539,People
410670407,Hispanic or Latinx,101.02929,People
410670407,Native Hawaiian and Other Pacific Islander alone,1.11e-4,People
410670407,Some other race alone,0,People
410670407,Two or more races:,219.24554,People
410670407,White alone,1910.3360229999998,People
410670408,American Indian and Alaska Native alone,2.3799999999999998e-4,People
410670408,Asian alone,166.391038,People
410670408,Black or African American alone,118.271756,People
410670408,Hispanic or Latinx,615.1474979999999,People
410670408,Native Hawaiian and Other Pacific Islander alone,7.7e-5,People
410670408,Some other race alone,1.05e-4,People
410670408,Two or more races:,632.657552,People
410670408,White alone,2627.50577,People
410670409,American Indian and Alaska Native alone,7.4544820000000005,People
410670409,Asian alone,251.2838,People
410670409,Black or African American alone,17.4932,People
410670409,Hispanic or Latinx,379.646026,People
410670409,Native Hawaiian and Other Pacific Islander alone,0,People
410670409,Some other race alone,11.708058000000001,People
410670409,Two or more races:,243.280272,People
410670409,White alone,1720.6275660000001,People
410670410,American Indian and Alaska Native alone,21.613432,People
410670410,Asian alone,921.649407,People
410670410,Black or African American alone,132.214687,People
410670410,Hispanic or Latinx,605.462575,People
410670410,Native Hawaiian and Other Pacific Islander alone,35.804202000000004,People
410670410,Some other race alone,0,People
410670410,Two or more races:,489.197572,People
410670410,White alone,5117.473032,People
410670411,American Indian and Alaska Native alone,13.111303,People
410670411,Asian alone,1647.832717,People
410670411,Black or African American alone,304.266636,People
410670411,Hispanic or Latinx,1386.498684,People
410670411,Native Hawaiian and Other Pacific Islander alone,95.180722,People
410670411,Some other race alone,0,People
410670411,Two or more races:,1153.782128,People
410670411,White alone,9860.837076,People
410670412,American Indian and Alaska Native alone,26.979837999999997,People
410670412,Asian alone,544.996941,People
410670412,Black or African American alone,6.159405,People
410670412,Hispanic or Latinx,134.093751,People
410670412,Native Hawaiian and Other Pacific Islander alone,1.4442169999999999,People
410670412,Some other race alone,0,People
410670412,Two or more races:,390.60211799999996,People
410670412,White alone,1869.507948,People
410670413,American Indian and Alaska Native alone,20.881308,People
410670413,Asian alone,139.182446,People
410670413,Black or African American alone,140.61254,People
410670413,Hispanic or Latinx,325.622386,People
410670413,Native Hawaiian and Other Pacific Islander alone,0.361452,People
410670413,Some other race alone,0,People
410670413,Two or more races:,196.312466,People
410670413,White alone,2045.258871,People
410670414,American Indian and Alaska Native alone,0,People
410670414,Asian alone,7765.020174,People
410670414,Black or African American alone,993.440045,People
410670414,Hispanic or Latinx,6877.85922,People
410670414,Native Hawaiian and Other Pacific Islander alone,454.750637,People
410670414,Some other race alone,69.06026,People
410670414,Two or more races:,4394.03783,People
410670414,White alone,44532.117508,People
410670415,American Indian and Alaska Native alone,3.311931,People
410670415,Asian alone,39.022275,People
410670415,Black or African American alone,22.602323999999996,People
410670415,Hispanic or Latinx,163.771542,People
410670415,Native Hawaiian and Other Pacific Islander alone,0.325065,People
410670415,Some other race alone,0,People
410670415,Two or more races:,44.161606,People
410670415,White alone,1607.365441,People
410670416,American Indian and Alaska Native alone,35.037831,People
410670416,Asian alone,1004.670439,People
410670416,Black or African American alone,183.6005,People
410670416,Hispanic or Latinx,409.371719,People
410670416,Native Hawaiian and Other Pacific Islander alone,15.706331,People
410670416,Some other race alone,0.023568,People
410670416,Two or more races:,335.809778,People
410670416,White alone,4090.610537,People
410670417,American Indian and Alaska Native alone,44.971851,People
410670417,Asian alone,218.171348,People
410670417,Black or African American alone,34.937109,People
410670417,Hispanic or Latinx,879.473836,People
410670417,Native Hawaiian and Other Pacific Islander alone,0,People
410670417,Some other race alone,0,People
410670417,Two or more races:,511.137332,People
410670417,White alone,5050.650474,People
410670418,American Indian and Alaska Native alone,29.574412,People
410670418,Asian alone,965.350366,People
410670418,Black or African American alone,31.684234999999997,People
410670418,Hispanic or Latinx,360.265356,People
410670418,Native Hawaiian and Other Pacific Islander alone,2.033591,People
410670418,Some other race alone,0,People
410670418,Two or more races:,691.126356,People
410670418,White alone,5587.453159,People
410670419,American Indian and Alaska Native alone,0.019509000000000002,People
410670419,Asian alone,15.173695,People
410670419,Black or African American alone,0.20771,People
410670419,Hispanic or Latinx,58.031239,People
410670419,Native Hawaiian and Other Pacific Islander alone,6.5e-5,People
410670419,Some other race alone,0,People
410670419,Two or more races:,8.21007,People
410670419,White alone,704.0825159999999,People
410670420,American Indian and Alaska Native alone,2.969381,People
410670420,Asian alone,45.925173,People
410670420,Black or African American alone,35.24424,People
410670420,Hispanic or Latinx,294.400826,People
410670420,Native Hawaiian and Other Pacific Islander alone,32.606172,People
410670420,Some other race alone,7.528438,People
410670420,Two or more races:,150.30487399999998,People
410670420,White alone,1160.017452,People
410670421,American Indian and Alaska Native alone,9.408648000000001,People
410670421,Asian alone,690.240058,People
410670421,Black or African American alone,138.586568,People
410670421,Hispanic or Latinx,507.62214800000004,People
410670421,Native Hawaiian and Other Pacific Islander alone,0.495192,People
410670421,Some other race alone,0,People
410670421,Two or more races:,622.215584,People
410670421,White alone,4557.11168,People
410670422,American Indian and Alaska Native alone,27.069737999999997,People
410670422,Asian alone,271.40061499999996,People
410670422,Black or African American alone,46.350258999999994,People
410670422,Hispanic or Latinx,3839.19659,People
410670422,Native Hawaiian and Other Pacific Islander alone,0,People
410670422,Some other race alone,27.273254,People
410670422,Two or more races:,912.515102,People
410670422,White alone,3696.4707439999997,People
410670423,American Indian and Alaska Native alone,4.8290299999999995,People
410670423,Asian alone,43.127162999999996,People
410670423,Black or African American alone,54.696484,People
410670423,Hispanic or Latinx,396.954493,People
410670423,Native Hawaiian and Other Pacific Islander alone,53.715373,People
410670423,Some other race alone,1.397279,People
410670423,Two or more races:,101.245456,People
410670423,White alone,871.785568,People
410670424,American Indian and Alaska Native alone,17.845419,People
410670424,Asian alone,126.423112,People
410670424,Black or African American alone,17.21463,People
410670424,Hispanic or Latinx,282.13273399999997,People
410670424,Native Hawaiian and Other Pacific Islander alone,11.62745,People
410670424,Some other race alone,13.737088,People
410670424,Two or more races:,228.974268,People
410670424,White alone,2773.176065,People
410670425,American Indian and Alaska Native alone,125.510108,People
410670425,Asian alone,962.302836,People
410670425,Black or African American alone,169.506889,People
410670425,Hispanic or Latinx,1211.431818,People
410670425,Native Hawaiian and Other Pacific Islander alone,35.191341,People
410670425,Some other race alone,8.681588,People
410670425,Two or more races:,1106.676658,People
410670425,White alone,17755.032301,People
410670426,American Indian and Alaska Native alone,12.136579000000001,People
410670426,Asian alone,783.805439,People
410670426,Black or African American alone,326.794364,People
410670426,Hispanic or Latinx,1368.385332,People
410670426,Native Hawaiian and Other Pacific Islander alone,1.6681979999999998,People
410670426,Some other race alone,20.790864,People
410670426,Two or more races:,454.531298,People
410670426,White alone,3179.0209259999997,People
410670427,American Indian and Alaska Native alone,0,People
410670427,Asian alone,1216.992134,People
410670427,Black or African American alone,249.964294,People
410670427,Hispanic or Latinx,1246.9623139999999,People
410670427,Native Hawaiian and Other Pacific Islander alone,129.961,People
410670427,Some other race alone,0.009798,People
410670427,Two or more races:,843.9529,People
410670427,White alone,7768.976468,People
410670428,American Indian and Alaska Native alone,76.07933,People
410670428,Asian alone,209.439791,People
410670428,Black or African American alone,0.47123,People
410670428,Hispanic or Latinx,774.6508670000001,People
410670428,Native Hawaiian and Other Pacific Islander alone,0.041405,People
410670428,Some other race alone,0,People
410670428,Two or more races:,340.241268,People
410670428,White alone,5601.991392,People
410670429,American Indian and Alaska Native alone,29.469186,People
410670429,Asian alone,481.772468,People
410670429,Black or African American alone,27.545073999999996,People
410670429,Hispanic or Latinx,772.6065800000001,People
410670429,Native Hawaiian and Other Pacific Islander alone,0.011277,People
410670429,Some other race alone,0.044424,People
410670429,Two or more races:,151.10939199999999,People
410670429,White alone,2344.850927,People
410670430,American Indian and Alaska Native alone,1.4824599999999999,People
410670430,Asian alone,128.587775,People
410670430,Black or African American alone,44.777579,People
410670430,Hispanic or Latinx,195.45332399999998,People
410670430,Native Hawaiian and Other Pacific Islander alone,0,People
410670430,Some other race alone,2.54136,People
410670430,Two or more races:,64.282916,People
410670430,White alone,1142.254099,People
410670431,American Indian and Alaska Native alone,9.639161,People
410670431,Asian alone,130.487756,People
410670431,Black or African American alone,3.7963899999999997,People
410670431,Hispanic or Latinx,86.216135,People
410670431,Native Hawaiian and Other Pacific Islander alone,0.03738,People
410670431,Some other race alone,0.023136,People
410670431,Two or more races:,71.150828,People
410670431,White alone,1945.266871,People
410670432,American Indian and Alaska Native alone,133.90009600000002,People
410670432,Asian alone,197.91136100000003,People
410670432,Black or African American alone,269.85184100000004,People
410670432,Hispanic or Latinx,823.584165,People
410670432,Native Hawaiian and Other Pacific Islander alone,0.174865,People
410670432,Some other race alone,0,People
410670432,Two or more races:,759.893384,People
410670432,White alone,4115.540567,People
410670433,American Indian and Alaska Native alone,17.000207,People
410670433,Asian alone,52.722922000000004,People
410670433,Black or African American alone,11.753282000000002,People
410670433,Hispanic or Latinx,175.834116,People
410670433,Native Hawaiian and Other Pacific Islander alone,18.447716,People
410670433,Some other race alone,3.5636110000000003,People
410670433,Two or more races:,113.98044800000001,People
410670433,White alone,1046.6175600000001,People
410670434,American Indian and Alaska Native alone,3.777188,People
410670434,Asian alone,300.74878,People
410670434,Black or African American alone,62.095619,People
410670434,Hispanic or Latinx,219.354993,People
410670434,Native Hawaiian and Other Pacific Islander alone,6.732717,People
410670434,Some other race alone,0,People
410670434,Two or more races:,290.323834,People
410670434,White alone,1289.912611,People
410670435,American Indian and Alaska Native alone,4.948634,People
410670435,Asian alone,72.811306,People
410670435,Black or African American alone,16.852802,People
410670435,Hispanic or Latinx,103.90866999999999,People
410670435,Native Hawaiian and Other Pacific Islander alone,6.683397,People
410670435,Some other race alone,0.010334999999999999,People
410670435,Two or more races:,106.801906,People
410670435,White alone,2034.97568,People
410670436,American Indian and Alaska Native alone,5.088609000000001,People
410670436,Asian alone,87.813148,People
410670436,Black or African American alone,85.645589,People
410670436,Hispanic or Latinx,418.914575,People
410670436,Native Hawaiian and Other Pacific Islander alone,88.65785100000001,People
410670436,Some other race alone,0.871545,People
410670436,Two or more races:,117.583748,People
410670436,White alone,1219.105775,People
410670437,American Indian and Alaska Native alone,150.570806,People
410670437,Asian alone,669.126576,People
410670437,Black or African American alone,455.788994,People
410670437,Hispanic or Latinx,3246.218105,People
410670437,Native Hawaiian and Other Pacific Islander alone,503.41567899999995,People
410670437,Some other race alone,0.046624,People
410670437,Two or more races:,823.810642,People
410670437,White alone,12316.74654,People
410670438,American Indian and Alaska Native alone,145.386483,People
410670438,Asian alone,721.223262,People
410670438,Black or African American alone,490.33108799999997,People
410670438,Hispanic or Latinx,1905.576202,People
410670438,Native Hawaiian and Other Pacific Islander alone,110.85021099999999,People
410670438,Some other race alone,9.94492,People
410670438,Two or more races:,1514.845742,People
410670438,White alone,12606.426574,People
410670439,American Indian and Alaska Native alone,0,People
410670439,Asian alone,1113.5338610000001,People
410670439,Black or African American alone,55.69016200000001,People
410670439,Hispanic or Latinx,293.273216,People
