precinct,education,estimate,units
410670308,Associate's degree,90.696929,People
410670308,Bachelor's degree,188.922739,People
410670308,Graduate or professional degree,45.627244,People
410670308,High school graduate (includes equivalency),253.98557,People
410670308,Less than 9th grade,18.617342999999998,People
410670308,"Some college, no degree",276.144344,People
410670309,"9th to 12th grade, no diploma",55.369927000000004,People
410670309,Associate's degree,141.492132,People
410670309,Bachelor's degree,586.3789939999999,People
410670309,Graduate or professional degree,369.078613,People
410670309,High school graduate (includes equivalency),314.715505,People
410670309,Less than 9th grade,20.056154,People
410670309,"Some college, no degree",387.183877,People
410670310,"9th to 12th grade, no diploma",67.920636,People
410670310,Associate's degree,67.660828,People
410670310,Bachelor's degree,148.02251,People
410670310,Graduate or professional degree,77.525846,People
410670310,High school graduate (includes equivalency),300.65390199999996,People
410670310,Less than 9th grade,35.176535,People
410670310,"Some college, no degree",217.890057,People
410670311,"9th to 12th grade, no diploma",67.835011,People
410670311,Associate's degree,74.52256,People
410670311,Bachelor's degree,248.30963099999997,People
410670311,Graduate or professional degree,152.44981199999998,People
410670311,High school graduate (includes equivalency),467.80513799999994,People
410670311,Less than 9th grade,27.591492999999996,People
410670311,"Some college, no degree",324.770194,People
410670312,"9th to 12th grade, no diploma",46.913061000000006,People
410670312,Associate's degree,71.84880600000001,People
410670312,Bachelor's degree,245.774369,People
410670312,Graduate or professional degree,86.84117,People
410670312,High school graduate (includes equivalency),256.287199,People
410670312,Less than 9th grade,9.687417,People
410670312,"Some college, no degree",265.888198,People
410670313,"9th to 12th grade, no diploma",59.006795,People
410670313,Associate's degree,142.960589,People
410670313,Bachelor's degree,367.316647,People
410670313,Graduate or professional degree,286.82333,People
410670313,High school graduate (includes equivalency),428.821971,People
410670313,Less than 9th grade,10.106002,People
410670313,"Some college, no degree",312.800227,People
410670314,"9th to 12th grade, no diploma",33.859939,People
410670314,Associate's degree,71.729348,People
410670314,Bachelor's degree,156.95763699999998,People
410670314,Graduate or professional degree,30.396459999999998,People
410670314,High school graduate (includes equivalency),327.238909,People
410670314,Less than 9th grade,27.401137999999996,People
410670314,"Some college, no degree",232.755549,People
410670315,"9th to 12th grade, no diploma",76.914418,People
410670315,Associate's degree,120.99799200000001,People
410670315,Bachelor's degree,555.275828,People
410670315,Graduate or professional degree,421.051592,People
410670315,High school graduate (includes equivalency),590.089736,People
410670315,Less than 9th grade,0.362529,People
410670315,"Some college, no degree",575.7534770000001,People
410670316,"9th to 12th grade, no diploma",39.120191999999996,People
410670316,Associate's degree,39.865929,People
410670316,Bachelor's degree,230.02163099999999,People
410670316,Graduate or professional degree,195.27299,People
410670316,High school graduate (includes equivalency),235.332617,People
410670316,Less than 9th grade,0.049375,People
410670316,"Some college, no degree",251.941029,People
410670317,"9th to 12th grade, no diploma",195.173162,People
410670317,Associate's degree,303.753979,People
410670317,Bachelor's degree,1017.992913,People
410670317,Graduate or professional degree,470.494825,People
410670317,High school graduate (includes equivalency),1219.3781450000001,People
410670317,Less than 9th grade,46.666964,People
410670317,"Some college, no degree",1186.481889,People
410670318,"9th to 12th grade, no diploma",69.122988,People
410670318,Associate's degree,191.456194,People
410670318,Bachelor's degree,359.481816,People
410670318,Graduate or professional degree,221.70985100000001,People
410670318,High school graduate (includes equivalency),374.008552,People
410670318,Less than 9th grade,22.312564,People
410670318,"Some college, no degree",413.512335,People
410670319,"9th to 12th grade, no diploma",93.567272,People
410670319,Associate's degree,208.147611,People
410670319,Bachelor's degree,442.580329,People
410670319,Graduate or professional degree,122.402471,People
410670319,High school graduate (includes equivalency),328.10229300000003,People
410670319,Less than 9th grade,48.337166,People
410670319,"Some college, no degree",383.984554,People
410670320,"9th to 12th grade, no diploma",120.611921,People
410670320,Associate's degree,159.032476,People
410670320,Bachelor's degree,208.461736,People
410670320,Graduate or professional degree,58.758794,People
410670320,High school graduate (includes equivalency),310.508693,People
410670320,Less than 9th grade,0.066011,People
410670320,"Some college, no degree",271.22589600000003,People
410670321,"9th to 12th grade, no diploma",72.275974,People
410670321,Associate's degree,56.016775,People
410670321,Bachelor's degree,101.013529,People
410670321,Graduate or professional degree,91.015693,People
410670321,High school graduate (includes equivalency),477.431277,People
410670321,Less than 9th grade,52.017857,People
410670321,"Some college, no degree",227.80790100000002,People
410670322,"9th to 12th grade, no diploma",191.65522700000002,People
410670322,Associate's degree,282.405461,People
410670322,Bachelor's degree,917.322638,People
410670322,Graduate or professional degree,481.941637,People
410670322,High school graduate (includes equivalency),1091.902923,People
410670322,Less than 9th grade,54.869206,People
410670322,"Some college, no degree",862.892362,People
410670323,"9th to 12th grade, no diploma",32.975849999999994,People
410670323,Associate's degree,264.81163,People
410670323,Bachelor's degree,734.6812199999999,People
410670323,Graduate or professional degree,361.83578,People
410670323,High school graduate (includes equivalency),712.5701300000001,People
410670323,Less than 9th grade,0.04347,People
410670323,"Some college, no degree",628.82773,People
410670324,"9th to 12th grade, no diploma",50.714839,People
410670324,Associate's degree,88.521703,People
410670324,Bachelor's degree,153.99861,People
410670324,Graduate or professional degree,31.145306,People
410670324,High school graduate (includes equivalency),182.383418,People
410670324,Less than 9th grade,0.6685139999999999,People
410670324,"Some college, no degree",168.76215000000002,People
410670325,"9th to 12th grade, no diploma",136.500162,People
410670325,Associate's degree,395.198233,People
410670325,Bachelor's degree,1153.614901,People
410670325,Graduate or professional degree,598.192139,People
410670325,High school graduate (includes equivalency),870.458409,People
410670325,Less than 9th grade,57.397919,People
410670325,"Some college, no degree",1073.942675,People
410670326,"9th to 12th grade, no diploma",72.106452,People
410670326,Associate's degree,68.228954,People
410670326,Bachelor's degree,220.91955000000002,People
410670326,Graduate or professional degree,112.142829,People
410670326,High school graduate (includes equivalency),288.311886,People
410670326,Less than 9th grade,3.2773440000000003,People
410670326,"Some college, no degree",255.750808,People
410670327,"9th to 12th grade, no diploma",308.986015,People
410670327,Associate's degree,480.631426,People
410670327,Bachelor's degree,1561.324546,People
410670327,Graduate or professional degree,727.885538,People
410670327,High school graduate (includes equivalency),1604.067509,People
410670327,Less than 9th grade,83.649781,People
410670327,"Some college, no degree",1427.6404890000001,People
410670328,"9th to 12th grade, no diploma",453.348147,People
410670328,Associate's degree,637.46539,People
410670328,Bachelor's degree,2098.47975,People
410670328,Graduate or professional degree,1056.506007,People
410670328,High school graduate (includes equivalency),2500.538117,People
410670328,Less than 9th grade,116.963326,People
410670328,"Some college, no degree",2093.406423,People
410670329,"9th to 12th grade, no diploma",32.561309,People
410670329,Associate's degree,209.86812600000002,People
410670329,Bachelor's degree,813.2440220000001,People
410670329,Graduate or professional degree,637.599104,People
410670329,High school graduate (includes equivalency),342.59155499999997,People
410670329,Less than 9th grade,31.784206,People
410670329,"Some college, no degree",506.844314,People
410670330,"9th to 12th grade, no diploma",103.150676,People
410670330,Associate's degree,112.342966,People
410670330,Bachelor's degree,440.960924,People
410670330,Graduate or professional degree,152.688956,People
410670330,High school graduate (includes equivalency),472.317154,People
410670330,Less than 9th grade,27.894794,People
410670330,"Some college, no degree",577.478824,People
410670331,"9th to 12th grade, no diploma",72.490827,People
410670331,Associate's degree,155.262351,People
410670331,Bachelor's degree,742.614406,People
410670331,Graduate or professional degree,725.328268,People
410670331,High school graduate (includes equivalency),364.06078,People
410670331,Less than 9th grade,41.625907,People
410670331,"Some college, no degree",611.93785,People
410670332,"9th to 12th grade, no diploma",116.84165399999999,People
410670332,Associate's degree,297.849329,People
410670332,Bachelor's degree,1031.548655,People
410670332,Graduate or professional degree,405.824394,People
410670332,High school graduate (includes equivalency),523.1988249999999,People
410670332,Less than 9th grade,94.691017,People
410670332,"Some college, no degree",721.507875,People
410670333,"9th to 12th grade, no diploma",97.743804,People
410670333,Associate's degree,363.452973,People
410670333,Bachelor's degree,797.386276,People
410670333,Graduate or professional degree,414.006289,People
410670333,High school graduate (includes equivalency),536.425922,People
410670333,Less than 9th grade,32.195447,People
410670333,"Some college, no degree",1068.4357479999999,People
410670334,"9th to 12th grade, no diploma",37.710856,People
410670334,Associate's degree,69.681031,People
410670334,Bachelor's degree,299.965686,People
410670334,Graduate or professional degree,219.21682800000002,People
410670334,High school graduate (includes equivalency),323.293468,People
410670334,Less than 9th grade,0,People
410670334,"Some college, no degree",304.041782,People
410670335,"9th to 12th grade, no diploma",63.151793999999995,People
410670335,Associate's degree,141.77605,People
410670335,Bachelor's degree,396.621931,People
410670335,Graduate or professional degree,232.435687,People
410670335,High school graduate (includes equivalency),206.29612600000002,People
410670335,Less than 9th grade,13.522585999999999,People
410670335,"Some college, no degree",331.102438,People
410670336,"9th to 12th grade, no diploma",68.746465,People
410670336,Associate's degree,149.286146,People
410670336,Bachelor's degree,120.886563,People
410670336,Graduate or professional degree,69.429801,People
410670336,High school graduate (includes equivalency),232.942788,People
410670336,Less than 9th grade,21.171075000000002,People
410670336,"Some college, no degree",268.192886,People
410670337,"9th to 12th grade, no diploma",59.011817,People
410670337,Associate's degree,126.36835199999999,People
410670337,Bachelor's degree,213.427581,People
410670337,Graduate or professional degree,78.295792,People
410670337,High school graduate (includes equivalency),266.283261,People
410670337,Less than 9th grade,63.104274,People
410670337,"Some college, no degree",267.179413,People
410670338,"9th to 12th grade, no diploma",174.581007,People
410670338,Associate's degree,144.186772,People
410670338,Bachelor's degree,190.361972,People
410670338,Graduate or professional degree,71.977952,People
410670338,High school graduate (includes equivalency),449.544449,People
410670338,Less than 9th grade,72.961581,People
410670338,"Some college, no degree",450.892818,People
410670339,"9th to 12th grade, no diploma",149.460361,People
410670339,Associate's degree,161.631653,People
410670339,Bachelor's degree,210.815091,People
410670339,Graduate or professional degree,119.967432,People
410670339,High school graduate (includes equivalency),457.304949,People
410670339,Less than 9th grade,101.305644,People
410670339,"Some college, no degree",679.6632490000001,People
410670340,"9th to 12th grade, no diploma",129.65457800000001,People
410670340,Associate's degree,170.58509,People
410670340,Bachelor's degree,511.693888,People
410670340,Graduate or professional degree,260.303137,People
410670340,High school graduate (includes equivalency),522.919498,People
410670340,Less than 9th grade,34.990301,People
410670340,"Some college, no degree",655.120724,People
410670341,"9th to 12th grade, no diploma",259.568378,People
410670341,Associate's degree,152.218111,People
410670341,Bachelor's degree,249.567746,People
410670341,Graduate or professional degree,93.065012,People
410670341,High school graduate (includes equivalency),560.47831,People
410670341,Less than 9th grade,96.99498200000001,People
410670341,"Some college, no degree",805.2627759999999,People
410670342,"9th to 12th grade, no diploma",256.000155,People
410670342,Associate's degree,379.999984,People
410670342,Bachelor's degree,1198.999628,People
410670342,Graduate or professional degree,639.999849,People
410670342,High school graduate (includes equivalency),1145.000368,People
410670342,Less than 9th grade,64.000021,People
410670342,"Some college, no degree",1590.999709,People
410670343,"9th to 12th grade, no diploma",42.818988,People
410670343,Associate's degree,112.950631,People
410670343,Bachelor's degree,245.22440500000002,People
410670343,Graduate or professional degree,170.41622,People
410670343,High school graduate (includes equivalency),219.316597,People
410670343,Less than 9th grade,9.413062,People
410670343,"Some college, no degree",296.484806,People
410670344,"9th to 12th grade, no diploma",134.41914,People
410670344,Associate's degree,70.51687100000001,People
410670344,Bachelor's degree,176.099672,People
410670344,Graduate or professional degree,54.724503999999996,People
410670344,High school graduate (includes equivalency),446.990415,People
410670344,Less than 9th grade,43.201976,People
410670344,"Some college, no degree",380.149021,People
410670345,"9th to 12th grade, no diploma",411.96561199999996,People
410670345,Associate's degree,675.025733,People
410670345,Bachelor's degree,1123.972027,People
410670345,Graduate or professional degree,438.86591,People
410670345,High school graduate (includes equivalency),1236.477916,People
410670345,Less than 9th grade,162.17765500000002,People
410670345,"Some college, no degree",1550.370202,People
410670346,"9th to 12th grade, no diploma",67.56199000000001,People
410670346,Associate's degree,110.38730600000001,People
410670346,Bachelor's degree,97.742349,People
410670346,Graduate or professional degree,14.471492999999999,People
410670346,High school graduate (includes equivalency),402.25736800000004,People
410670346,Less than 9th grade,12.107981,People
410670346,"Some college, no degree",325.796573,People
410670347,"9th to 12th grade, no diploma",126.96339499999999,People
410670347,Associate's degree,126.78872299999999,People
410670347,Bachelor's degree,181.872553,People
410670347,Graduate or professional degree,70.404202,People
410670347,High school graduate (includes equivalency),313.329074,People
410670347,Less than 9th grade,77.9121,People
410670347,"Some college, no degree",366.833955,People
410670348,"9th to 12th grade, no diploma",2.765476,People
410670348,Associate's degree,158.204535,People
410670348,Bachelor's degree,373.294471,People
410670348,Graduate or professional degree,185.865807,People
410670348,High school graduate (includes equivalency),87.616759,People
410670348,Less than 9th grade,19.092339,People
410670348,"Some college, no degree",395.80496899999997,People
410670349,"9th to 12th grade, no diploma",35.970545,People
410670349,Associate's degree,161.192871,People
410670349,Bachelor's degree,332.49544699999996,People
410670349,Graduate or professional degree,103.885575,People
410670349,High school graduate (includes equivalency),293.935886,People
410670349,Less than 9th grade,17.547358,People
410670349,"Some college, no degree",382.110412,People
410670350,"9th to 12th grade, no diploma",101.71771,People
410670350,Associate's degree,144.719594,People
410670350,Bachelor's degree,329.343572,People
410670350,Graduate or professional degree,110.880183,People
410670350,High school graduate (includes equivalency),347.918896,People
410670350,Less than 9th grade,42.266705,People
410670350,"Some college, no degree",350.71917299999996,People
410670351,"9th to 12th grade, no diploma",35.621454,People
410670351,Associate's degree,154.71122,People
410670351,Bachelor's degree,229.18451700000003,People
410670351,Graduate or professional degree,48.303672000000006,People
410670351,High school graduate (includes equivalency),284.68192,People
410670351,Less than 9th grade,51.73082,People
410670351,"Some college, no degree",237.641808,People
410670352,"9th to 12th grade, no diploma",71.966310000000007,People
410670352,Associate's degree,225.591568,People
410670352,Bachelor's degree,421.410281,People
410670352,Graduate or professional degree,93.788269,People
410670352,High school graduate (includes equivalency),406.744753,People
410670352,Less than 9th grade,152.86013300000002,People
410670352,"Some college, no degree",492.316495,People
410670353,"9th to 12th grade, no diploma",80.639149,People
410670353,Associate's degree,311.879323,People
410670353,Bachelor's degree,635.65453,People
410670353,Graduate or professional degree,299.277897,People
410670353,High school graduate (includes equivalency),377.484687,People
410670353,Less than 9th grade,40.034536,People
410670353,"Some college, no degree",647.919226,People
410670354,"9th to 12th grade, no diploma",38.245679,People
410670354,Associate's degree,147.229459,People
410670354,Bachelor's degree,545.440389,People
410670354,Graduate or professional degree,232.319467,People
410670354,High school graduate (includes equivalency),270.097091,People
410670354,Less than 9th grade,19.487589999999997,People
410670354,"Some college, no degree",384.457358,People
410670355,"9th to 12th grade, no diploma",133.362156,People
410670355,Associate's degree,283.777762,People
410670355,Bachelor's degree,664.005883,People
410670355,Graduate or professional degree,303.968529,People
410670355,High school graduate (includes equivalency),513.827761,People
410670355,Less than 9th grade,91.88830899999999,People
410670355,"Some college, no degree",571.367531,People
410670356,"9th to 12th grade, no diploma",36.346245,People
410670356,Associate's degree,171.88342,People
410670356,Bachelor's degree,309.533633,People
410670356,Graduate or professional degree,165.842176,People
410670356,High school graduate (includes equivalency),373.729162,People
410670356,Less than 9th grade,17.094658,People
410670356,"Some college, no degree",445.710914,People
410670357,"9th to 12th grade, no diploma",218.671099,People
410670357,Associate's degree,530.972184,People
410670357,Bachelor's degree,1056.22416,People
410670357,Graduate or professional degree,628.09406,People
410670357,High school graduate (includes equivalency),958.5958049999999,People
410670357,Less than 9th grade,91.370548,People
410670357,"Some college, no degree",839.528864,People
410670358,"9th to 12th grade, no diploma",50.256485000000005,People
410670358,Associate's degree,148.353503,People
410670358,Bachelor's degree,413.387717,People
410670358,Graduate or professional degree,290.561733,People
410670358,High school graduate (includes equivalency),121.00008700000001,People
410670358,Less than 9th grade,3.476411,People
410670358,"Some college, no degree",283.24371,People
410670359,"9th to 12th grade, no diploma",112.391242,People
410670359,Associate's degree,273.264768,People
410670359,Bachelor's degree,770.955245,People
410670359,Graduate or professional degree,462.04370600000004,People
410670359,High school graduate (includes equivalency),519.384675,People
410670359,Less than 9th grade,78.51969000000001,People
410670359,"Some college, no degree",735.177626,People
410670360,"9th to 12th grade, no diploma",62.062812,People
410670360,Associate's degree,202.480968,People
410670360,Bachelor's degree,614.62009,People
410670360,Graduate or professional degree,234.98561999999998,People
410670360,High school graduate (includes equivalency),351.532757,People
410670360,Less than 9th grade,42.852911999999996,People
410670360,"Some college, no degree",430.324334,People
410670361,"9th to 12th grade, no diploma",218.86841399999997,People
410670361,Associate's degree,272.796651,People
410670361,Bachelor's degree,407.823098,People
410670361,Graduate or professional degree,259.958691,People
410670361,High school graduate (includes equivalency),559.768731,People
410670361,Less than 9th grade,40.559118,People
410670361,"Some college, no degree",379.202333,People
410670362,"9th to 12th grade, no diploma",10.715911,People
410670362,Associate's degree,292.435088,People
410670362,Bachelor's degree,1310.194879,People
410670362,Graduate or professional degree,1066.140639,People
410670362,High school graduate (includes equivalency),527.703855,People
410670362,Less than 9th grade,5.226926000000001,People
410670362,"Some college, no degree",727.788524,People
410670363,"9th to 12th grade, no diploma",98.61552999999999,People
410670363,Associate's degree,471.484571,People
410670363,Bachelor's degree,1742.114219,People
410670363,Graduate or professional degree,1419.544567,People
410670363,High school graduate (includes equivalency),547.189133,People
410670363,Less than 9th grade,31.139399,People
410670363,"Some college, no degree",1330.762872,People
410670364,"9th to 12th grade, no diploma",20.119185,People
410670364,Associate's degree,86.077999,People
410670364,Bachelor's degree,581.492078,People
410670364,Graduate or professional degree,493.049522,People
410670364,High school graduate (includes equivalency),138.939751,People
410670364,Less than 9th grade,38.809029,People
410670364,"Some college, no degree",204.297529,People
410670365,"9th to 12th grade, no diploma",11.564465,People
410670365,Associate's degree,99.05136499999999,People
410670365,Bachelor's degree,1078.1175349999999,People
410670365,Graduate or professional degree,765.351668,People
410670365,High school graduate (includes equivalency),98.47260399999999,People
410670365,Less than 9th grade,3.57956,People
410670365,"Some college, no degree",314.741587,People
410670366,"9th to 12th grade, no diploma",56.756005,People
410670366,Associate's degree,212.797822,People
410670366,Bachelor's degree,796.25513,People
410670366,Graduate or professional degree,530.262411,People
410670366,High school graduate (includes equivalency),199.21135199999998,People
410670366,Less than 9th grade,14.083175,People
410670366,"Some college, no degree",408.91593500000005,People
410670367,"9th to 12th grade, no diploma",32.681297,People
410670367,Associate's degree,87.221613,People
410670367,Bachelor's degree,656.297771,People
410670367,Graduate or professional degree,972.475704,People
410670367,High school graduate (includes equivalency),186.398581,People
410670367,Less than 9th grade,24.866585999999998,People
410670367,"Some college, no degree",392.619999,People
410670368,"9th to 12th grade, no diploma",50.363582,People
410670368,Associate's degree,186.60776800000002,People
410670368,Bachelor's degree,750.40077,People
410670368,Graduate or professional degree,308.27273,People
410670368,High school graduate (includes equivalency),233.357752,People
410670368,Less than 9th grade,47.914952,People
410670368,"Some college, no degree",356.69236500000005,People
410670369,"9th to 12th grade, no diploma",42.523326,People
410670369,Associate's degree,132.41702999999998,People
410670369,Bachelor's degree,328.721003,People
410670369,Graduate or professional degree,196.60522799999998,People
410670369,High school graduate (includes equivalency),181.90921699999998,People
410670369,Less than 9th grade,3.411566,People
410670369,"Some college, no degree",193.15524499999998,People
410670370,"9th to 12th grade, no diploma",53.027663000000004,People
410670370,Associate's degree,157.951698,People
410670370,Bachelor's degree,494.841287,People
410670370,Graduate or professional degree,244.71813899999998,People
410670370,High school graduate (includes equivalency),329.20123,People
410670370,Less than 9th grade,18.630788,People
410670370,"Some college, no degree",427.338161,People
410670371,"9th to 12th grade, no diploma",28.774334,People
410670371,Associate's degree,141.175892,People
410670371,Bachelor's degree,430.18776599999995,People
410670371,Graduate or professional degree,280.614602,People
410670371,High school graduate (includes equivalency),137.85975,People
410670371,Less than 9th grade,0.083479,People
410670371,"Some college, no degree",368.38332899999995,People
410670372,"9th to 12th grade, no diploma",2.648825,People
410670372,Associate's degree,96.123225,People
410670372,Bachelor's degree,386.769618,People
410670372,Graduate or professional degree,270.53002699999996,People
410670372,High school graduate (includes equivalency),133.722337,People
410670372,Less than 9th grade,0.015442000000000001,People
410670372,"Some college, no degree",203.44902399999998,People
410670373,"9th to 12th grade, no diploma",22.000006,People
410670373,Associate's degree,65.000064,People
410670373,Bachelor's degree,128.000554,People
410670373,Graduate or professional degree,96.000484,People
410670373,High school graduate (includes equivalency),109.000556,People
410670373,Less than 9th grade,0,People
410670373,"Some college, no degree",96.000594,People
410670374,"9th to 12th grade, no diploma",71.598493,People
410670374,Associate's degree,208.109869,People
410670374,Bachelor's degree,760.226432,People
410670374,Graduate or professional degree,496.033119,People
410670374,High school graduate (includes equivalency),835.562294,People
410670374,Less than 9th grade,0.36273600000000006,People
410670374,"Some college, no degree",721.261446,People
410670375,"9th to 12th grade, no diploma",0.021412,People
410670375,Associate's degree,281.225544,People
410670375,Bachelor's degree,3941.261109,People
410670375,Graduate or professional degree,2723.091218,People
410670375,High school graduate (includes equivalency),275.420631,People
410670375,Less than 9th grade,0,People
410670375,"Some college, no degree",993.39656,People
410670376,"9th to 12th grade, no diploma",25.415112999999998,People
410670376,Associate's degree,101.78736599999999,People
410670376,Bachelor's degree,536.803356,People
410670376,Graduate or professional degree,283.342951,People
410670376,High school graduate (includes equivalency),140.010952,People
410670376,Less than 9th grade,15.000672999999999,People
410670376,"Some college, no degree",325.840864,People
410670377,"9th to 12th grade, no diploma",33.149995000000004,People
410670377,Associate's degree,88.978452,People
410670377,Bachelor's degree,675.933326,People
410670377,Graduate or professional degree,736.817535,People
410670377,High school graduate (includes equivalency),206.81636600000002,People
410670377,Less than 9th grade,70.584956,People
410670377,"Some college, no degree",432.47589100000005,People
410670378,"9th to 12th grade, no diploma",68.624741,People
410670378,Associate's degree,350.789181,People
410670378,Bachelor's degree,1086.606577,People
410670378,Graduate or professional degree,736.654966,People
410670378,High school graduate (includes equivalency),431.402304,People
410670378,Less than 9th grade,7.8011479999999995,People
410670378,"Some college, no degree",599.840495,People
410670379,"9th to 12th grade, no diploma",85.43335400000001,People
410670379,Associate's degree,67.965152,People
410670379,Bachelor's degree,239.139456,People
410670379,Graduate or professional degree,82.77721799999999,People
410670379,High school graduate (includes equivalency),223.213621,People
410670379,Less than 9th grade,38.241507,People
410670379,"Some college, no degree",302.903935,People
410670380,"9th to 12th grade, no diploma",31.818986,People
410670380,Associate's degree,102.01388700000001,People
410670380,Bachelor's degree,529.95682,People
410670380,Graduate or professional degree,191.576107,People
410670380,High school graduate (includes equivalency),211.779156,People
410670380,Less than 9th grade,14.777598000000001,People
410670380,"Some college, no degree",309.318541,People
410670381,"9th to 12th grade, no diploma",19.267008,People
410670381,Associate's degree,72.492463,People
410670381,Bachelor's degree,513.2165630000001,People
410670381,Graduate or professional degree,1014.391833,People
410670381,High school graduate (includes equivalency),163.652172,People
410670381,Less than 9th grade,0.635475,People
410670381,"Some college, no degree",250.002596,People
410670382,"9th to 12th grade, no diploma",73.911422,People
410670382,Associate's degree,73.797807,People
410670382,Bachelor's degree,214.334633,People
410670382,Graduate or professional degree,96.608485,People
410670382,High school graduate (includes equivalency),218.491297,People
410670382,Less than 9th grade,30.492594,People
410670382,"Some college, no degree",206.119595,People
410670383,"9th to 12th grade, no diploma",28.864255999999997,People
410670383,Associate's degree,51.66735499999999,People
410670383,Bachelor's degree,594.2306159999999,People
410670383,Graduate or professional degree,360.903103,People
410670383,High school graduate (includes equivalency),141.72168599999998,People
410670383,Less than 9th grade,4.569304,People
410670383,"Some college, no degree",179.844093,People
410670384,"9th to 12th grade, no diploma",26.696213,People
410670384,Associate's degree,82.54308200000001,People
410670384,Bachelor's degree,402.602476,People
410670384,Graduate or professional degree,196.622171,People
410670384,High school graduate (includes equivalency),138.389259,People
410670384,Less than 9th grade,0.48534,People
410670384,"Some college, no degree",278.651336,People
410670385,"9th to 12th grade, no diploma",203.926043,People
410670385,Associate's degree,220.366147,People
410670385,Bachelor's degree,1015.401792,People
410670385,Graduate or professional degree,652.234726,People
410670385,High school graduate (includes equivalency),249.162273,People
410670385,Less than 9th grade,31.33866,People
410670385,"Some college, no degree",690.432374,People
410670386,"9th to 12th grade, no diploma",38.450147,People
410670386,Associate's degree,60.055504,People
410670386,Bachelor's degree,672.8300810000001,People
410670386,Graduate or professional degree,516.803805,People
410670386,High school graduate (includes equivalency),184.775463,People
410670386,Less than 9th grade,25.882417999999998,People
410670386,"Some college, no degree",331.63571,People
410670387,"9th to 12th grade, no diploma",38.330518,People
410670387,Associate's degree,236.028595,People
410670387,Bachelor's degree,700.3560190000001,People
410670387,Graduate or professional degree,459.595144,People
410670387,High school graduate (includes equivalency),214.976274,People
410670387,Less than 9th grade,13.877486000000001,People
410670387,"Some college, no degree",473.16473,People
410670388,"9th to 12th grade, no diploma",61.177822,People
410670388,Associate's degree,281.717575,People
410670388,Bachelor's degree,888.24889,People
410670388,Graduate or professional degree,400.869046,People
410670388,High school graduate (includes equivalency),412.046986,People
410670388,Less than 9th grade,25.583242,People
410670388,"Some college, no degree",911.426453,People
410670389,"9th to 12th grade, no diploma",45.501895,People
410670389,Associate's degree,150.063084,People
410670389,Bachelor's degree,619.391562,People
410670389,Graduate or professional degree,288.06376400000005,People
410670389,High school graduate (includes equivalency),251.550263,People
410670389,Less than 9th grade,17.053642,People
410670389,"Some college, no degree",427.16272100000003,People
410670390,"9th to 12th grade, no diploma",35.680909,People
410670390,Associate's degree,138.816003,People
410670390,Bachelor's degree,594.102627,People
410670390,Graduate or professional degree,373.149367,People
410670390,High school graduate (includes equivalency),152.832502,People
410670390,Less than 9th grade,68.141421,People
410670390,"Some college, no degree",233.77430299999997,People
410670391,"9th to 12th grade, no diploma",33.848965,People
410670391,Associate's degree,161.639052,People
410670391,Bachelor's degree,945.2119399999999,People
410670391,Graduate or professional degree,515.432898,People
410670391,High school graduate (includes equivalency),328.47999300000004,People
410670391,Less than 9th grade,3.245578,People
410670391,"Some college, no degree",545.882678,People
410670392,"9th to 12th grade, no diploma",849.272583,People
410670392,Associate's degree,899.262748,People
410670392,Bachelor's degree,3244.816019,People
410670392,Graduate or professional degree,2299.895715,People
410670392,High school graduate (includes equivalency),687.131188,People
410670392,Less than 9th grade,141.075296,People
410670392,"Some college, no degree",2795.711608,People
410670393,"9th to 12th grade, no diploma",363.07888,People
410670393,Associate's degree,358.319507,People
410670393,Bachelor's degree,1616.393104,People
410670393,Graduate or professional degree,1076.304495,People
410670393,High school graduate (includes equivalency),426.359444,People
410670393,Less than 9th grade,59.214282,People
410670393,"Some college, no degree",1133.887042,People
410670394,"9th to 12th grade, no diploma",2.8215580000000005,People
410670394,Associate's degree,37.066986,People
410670394,Bachelor's degree,119.068664,People
410670394,Graduate or professional degree,114.166444,People
410670394,High school graduate (includes equivalency),10.881578,People
410670394,Less than 9th grade,9.08904,People
410670394,"Some college, no degree",127.919402,People
410670395,"9th to 12th grade, no diploma",74.331292,People
410670395,Associate's degree,161.65004399999998,People
410670395,Bachelor's degree,701.372856,People
410670395,Graduate or professional degree,467.72218499999997,People
410670395,High school graduate (includes equivalency),340.175696,People
410670395,Less than 9th grade,7.574415,People
410670395,"Some college, no degree",365.299032,People
410670396,"9th to 12th grade, no diploma",2.0107850000000003,People
410670396,Associate's degree,46.142432,People
410670396,Bachelor's degree,256.420278,People
410670396,Graduate or professional degree,152.34934,People
410670396,High school graduate (includes equivalency),85.747062,People
410670396,Less than 9th grade,2.495559,People
410670396,"Some college, no degree",172.650836,People
410670397,"9th to 12th grade, no diploma",48.624471,People
410670397,Associate's degree,236.24530600000003,People
410670397,Bachelor's degree,942.535328,People
410670397,Graduate or professional degree,694.4031640000001,People
410670397,High school graduate (includes equivalency),357.271101,People
410670397,Less than 9th grade,9.493141,People
410670397,"Some college, no degree",703.0505850000001,People
410670398,"9th to 12th grade, no diploma",66.56386,People
410670398,Associate's degree,212.884639,People
410670398,Bachelor's degree,663.758372,People
410670398,Graduate or professional degree,420.859011,People
410670398,High school graduate (includes equivalency),181.689779,People
410670398,Less than 9th grade,50.06473,People
410670398,"Some college, no degree",374.2747,People
410670399,"9th to 12th grade, no diploma",76.818442,People
