precinct,hh_type_1,hh_type_2,estimate,units
410670385,"Male householder, no spouse or partner present:",With own children under 18 years,12.235331,Households
410670385,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",29.898316,Households
410670385,Married-couple household:,With no own children under 18 years,471.788757,Households
410670385,Married-couple household:,With own children under 18 years,322.358762,Households
410670386,Cohabiting couple household:,With no own children of the householder under 18 years,83.575796,Households
410670386,Cohabiting couple household:,With own children of the householder under 18 years,12.93991,Households
410670386,"Female householder, no spouse or partner present:",Living alone,219.997946,Households
410670386,"Female householder, no spouse or partner present:",With only nonrelatives present,7.282042000000001,Households
410670386,"Female householder, no spouse or partner present:",With own children under 18 years,25.361551,Households
410670386,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",26.087396,Households
410670386,"Male householder, no spouse or partner present:",Living alone,53.764683999999995,Households
410670386,"Male householder, no spouse or partner present:",With only nonrelatives present,0.001483,Households
410670386,"Male householder, no spouse or partner present:",With own children under 18 years,9.714204,Households
410670386,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",17.632386,Households
410670386,Married-couple household:,With no own children under 18 years,306.442642,Households
410670386,Married-couple household:,With own children under 18 years,203.471546,Households
410670387,Cohabiting couple household:,With no own children of the householder under 18 years,41.100525,Households
410670387,Cohabiting couple household:,With own children of the householder under 18 years,13.726078,Households
410670387,"Female householder, no spouse or partner present:",Living alone,245.105195,Households
410670387,"Female householder, no spouse or partner present:",With only nonrelatives present,23.289237999999997,Households
410670387,"Female householder, no spouse or partner present:",With own children under 18 years,69.708285,Households
410670387,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",28.064653999999997,Households
410670387,"Male householder, no spouse or partner present:",Living alone,177.276659,Households
410670387,"Male householder, no spouse or partner present:",With only nonrelatives present,31.758357,Households
410670387,"Male householder, no spouse or partner present:",With own children under 18 years,47.271414,Households
410670387,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",31.758015,Households
410670387,Married-couple household:,With no own children under 18 years,349.32059799999996,Households
410670387,Married-couple household:,With own children under 18 years,284.527246,Households
410670388,Cohabiting couple household:,With no own children of the householder under 18 years,67.116613,Households
410670388,Cohabiting couple household:,With own children of the householder under 18 years,20.637458,Households
410670388,"Female householder, no spouse or partner present:",Living alone,279.993237,Households
410670388,"Female householder, no spouse or partner present:",With only nonrelatives present,94.08314,Households
410670388,"Female householder, no spouse or partner present:",With own children under 18 years,34.146038,Households
410670388,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",103.225279,Households
410670388,"Male householder, no spouse or partner present:",Living alone,324.883638,Households
410670388,"Male householder, no spouse or partner present:",With only nonrelatives present,25.086614,Households
410670388,"Male householder, no spouse or partner present:",With own children under 18 years,26.902446,Households
410670388,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",14.819647,Households
410670388,Married-couple household:,With no own children under 18 years,390.671827,Households
410670388,Married-couple household:,With own children under 18 years,303.250781,Households
410670389,Cohabiting couple household:,With no own children of the householder under 18 years,53.163295,Households
410670389,Cohabiting couple household:,With own children of the householder under 18 years,0.014384000000000001,Households
410670389,"Female householder, no spouse or partner present:",Living alone,219.003767,Households
410670389,"Female householder, no spouse or partner present:",With only nonrelatives present,11.274819,Households
410670389,"Female householder, no spouse or partner present:",With own children under 18 years,27.207685,Households
410670389,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",22.030630000000002,Households
410670389,"Male householder, no spouse or partner present:",Living alone,164.246013,Households
410670389,"Male householder, no spouse or partner present:",With only nonrelatives present,31.872564000000004,Households
410670389,"Male householder, no spouse or partner present:",With own children under 18 years,6.986219000000001,Households
410670389,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",18.640222,Households
410670389,Married-couple household:,With no own children under 18 years,289.267623,Households
410670389,Married-couple household:,With own children under 18 years,195.22327700000002,Households
410670390,Cohabiting couple household:,With no own children of the householder under 18 years,24.485733999999997,Households
410670390,Cohabiting couple household:,With own children of the householder under 18 years,12.787054999999999,Households
410670390,"Female householder, no spouse or partner present:",Living alone,208.553989,Households
410670390,"Female householder, no spouse or partner present:",With only nonrelatives present,19.567579,Households
410670390,"Female householder, no spouse or partner present:",With own children under 18 years,41.625494999999994,Households
410670390,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",10.237588,Households
410670390,"Male householder, no spouse or partner present:",Living alone,106.495355,Households
410670390,"Male householder, no spouse or partner present:",With only nonrelatives present,11.110095999999999,Households
410670390,"Male householder, no spouse or partner present:",With own children under 18 years,0.33298700000000003,Households
410670390,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",0.066742,Households
410670390,Married-couple household:,With no own children under 18 years,312.252952,Households
410670390,Married-couple household:,With own children under 18 years,287.124924,Households
410670391,Cohabiting couple household:,With no own children of the householder under 18 years,68.50041900000001,Households
410670391,Cohabiting couple household:,With own children of the householder under 18 years,34.779995,Households
410670391,"Female householder, no spouse or partner present:",Living alone,249.078246,Households
410670391,"Female householder, no spouse or partner present:",With only nonrelatives present,13.287978,Households
410670391,"Female householder, no spouse or partner present:",With own children under 18 years,22.413589,Households
410670391,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",42.796375,Households
410670391,"Male householder, no spouse or partner present:",Living alone,142.10418900000002,Households
410670391,"Male householder, no spouse or partner present:",With only nonrelatives present,21.022587,Households
410670391,"Male householder, no spouse or partner present:",With own children under 18 years,14.113692,Households
410670391,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",14.193878999999999,Households
410670391,Married-couple household:,With no own children under 18 years,488.485226,Households
410670391,Married-couple household:,With own children under 18 years,266.832848,Households
410670392,Cohabiting couple household:,With no own children of the householder under 18 years,389.913464,Households
410670392,Cohabiting couple household:,With own children of the householder under 18 years,11.829365000000001,Households
410670392,"Female householder, no spouse or partner present:",Living alone,875.204467,Households
410670392,"Female householder, no spouse or partner present:",With only nonrelatives present,47.616918,Households
410670392,"Female householder, no spouse or partner present:",With own children under 18 years,59.369453,Households
410670392,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",143.343443,Households
410670392,"Male householder, no spouse or partner present:",Living alone,493.156738,Households
410670392,"Male householder, no spouse or partner present:",With only nonrelatives present,77.240356,Households
410670392,"Male householder, no spouse or partner present:",With own children under 18 years,11.670858,Households
410670392,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",115.015574,Households
410670392,Married-couple household:,With no own children under 18 years,1745.924492,Households
410670392,Married-couple household:,With own children under 18 years,1103.763472,Households
410670393,Cohabiting couple household:,With no own children of the householder under 18 years,235.012418,Households
410670393,Cohabiting couple household:,With own children of the householder under 18 years,0.41938699999999995,Households
410670393,"Female householder, no spouse or partner present:",Living alone,398.318104,Households
410670393,"Female householder, no spouse or partner present:",With only nonrelatives present,0.001404,Households
410670393,"Female householder, no spouse or partner present:",With own children under 18 years,0.001271,Households
410670393,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",35.36628,Households
410670393,"Male householder, no spouse or partner present:",Living alone,225.567737,Households
410670393,"Male householder, no spouse or partner present:",With only nonrelatives present,107.458429,Households
410670393,"Male householder, no spouse or partner present:",With own children under 18 years,0.001003,Households
410670393,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",41.450581,Households
410670393,Married-couple household:,With no own children under 18 years,789.543405,Households
410670393,Married-couple household:,With own children under 18 years,478.886824,Households
410670394,Cohabiting couple household:,With no own children of the householder under 18 years,34.424888,Households
410670394,Cohabiting couple household:,With own children of the householder under 18 years,1.175214,Households
410670394,"Female householder, no spouse or partner present:",Living alone,86.82526800000001,Households
410670394,"Female householder, no spouse or partner present:",With only nonrelatives present,0.7367039999999999,Households
410670394,"Female householder, no spouse or partner present:",With own children under 18 years,0.250718,Households
410670394,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",1.423624,Households
410670394,"Male householder, no spouse or partner present:",Living alone,98.51322,Households
410670394,"Male householder, no spouse or partner present:",With only nonrelatives present,11.025758000000002,Households
410670394,"Male householder, no spouse or partner present:",With own children under 18 years,3.675388,Households
410670394,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",0.74395,Households
410670394,Married-couple household:,With no own children under 18 years,59.27003,Households
410670394,Married-couple household:,With own children under 18 years,4.819296,Households
410670395,Cohabiting couple household:,With no own children of the householder under 18 years,87.51803,Households
410670395,Cohabiting couple household:,With own children of the householder under 18 years,13.246074,Households
410670395,"Female householder, no spouse or partner present:",Living alone,156.032829,Households
410670395,"Female householder, no spouse or partner present:",With only nonrelatives present,16.299619,Households
410670395,"Female householder, no spouse or partner present:",With own children under 18 years,57.469683999999994,Households
410670395,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",43.124551,Households
410670395,"Male householder, no spouse or partner present:",Living alone,94.679194,Households
410670395,"Male householder, no spouse or partner present:",With only nonrelatives present,24.933047,Households
410670395,"Male householder, no spouse or partner present:",With own children under 18 years,27.021041999999998,Households
410670395,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",22.080911,Households
410670395,Married-couple household:,With no own children under 18 years,330.05473,Households
410670395,Married-couple household:,With own children under 18 years,274.417707,Households
410670396,Cohabiting couple household:,With no own children of the householder under 18 years,20.150603,Households
410670396,Cohabiting couple household:,With own children of the householder under 18 years,6.791453000000001,Households
410670396,"Female householder, no spouse or partner present:",Living alone,45.896444,Households
410670396,"Female householder, no spouse or partner present:",With only nonrelatives present,7.568368,Households
410670396,"Female householder, no spouse or partner present:",With own children under 18 years,6.156217,Households
410670396,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",1.725023,Households
410670396,"Male householder, no spouse or partner present:",Living alone,33.011371000000004,Households
410670396,"Male householder, no spouse or partner present:",With only nonrelatives present,9.63972,Households
410670396,"Male householder, no spouse or partner present:",With own children under 18 years,0.6993,Households
410670396,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",0.921944,Households
410670396,Married-couple household:,With no own children under 18 years,162.85551,Households
410670396,Married-couple household:,With own children under 18 years,61.037834000000004,Households
410670397,Cohabiting couple household:,With no own children of the householder under 18 years,93.33420400000001,Households
410670397,Cohabiting couple household:,With own children of the householder under 18 years,34.011304,Households
410670397,"Female householder, no spouse or partner present:",Living alone,86.230277,Households
410670397,"Female householder, no spouse or partner present:",With only nonrelatives present,0,Households
410670397,"Female householder, no spouse or partner present:",With own children under 18 years,21.369206,Households
410670397,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",34.89916100000001,Households
410670397,"Male householder, no spouse or partner present:",Living alone,121.64863600000001,Households
410670397,"Male householder, no spouse or partner present:",With only nonrelatives present,4.25777,Households
410670397,"Male householder, no spouse or partner present:",With own children under 18 years,0.730962,Households
410670397,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",31.895102,Households
410670397,Married-couple household:,With no own children under 18 years,510.52769600000005,Households
410670397,Married-couple household:,With own children under 18 years,535.059843,Households
410670398,Cohabiting couple household:,With no own children of the householder under 18 years,46.219382,Households
410670398,Cohabiting couple household:,With own children of the householder under 18 years,1.668291,Households
410670398,"Female householder, no spouse or partner present:",Living alone,60.264292,Households
410670398,"Female householder, no spouse or partner present:",With only nonrelatives present,26.098323000000004,Households
410670398,"Female householder, no spouse or partner present:",With own children under 18 years,20.844473999999998,Households
410670398,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",28.992944,Households
410670398,"Male householder, no spouse or partner present:",Living alone,62.220439,Households
410670398,"Male householder, no spouse or partner present:",With only nonrelatives present,4.7668669999999995,Households
410670398,"Male householder, no spouse or partner present:",With own children under 18 years,0.9445629999999999,Households
410670398,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",18.915,Households
410670398,Married-couple household:,With no own children under 18 years,409.524938,Households
410670398,Married-couple household:,With own children under 18 years,283.482897,Households
410670399,Cohabiting couple household:,With no own children of the householder under 18 years,53.827186,Households
410670399,Cohabiting couple household:,With own children of the householder under 18 years,12.556367,Households
410670399,"Female householder, no spouse or partner present:",Living alone,267.955734,Households
410670399,"Female householder, no spouse or partner present:",With only nonrelatives present,39.564042,Households
410670399,"Female householder, no spouse or partner present:",With own children under 18 years,63.08585,Households
410670399,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",58.425404,Households
410670399,"Male householder, no spouse or partner present:",Living alone,265.556021,Households
410670399,"Male householder, no spouse or partner present:",With only nonrelatives present,92.965061,Households
410670399,"Male householder, no spouse or partner present:",With own children under 18 years,31.869691,Households
410670399,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",69.302685,Households
410670399,Married-couple household:,With no own children under 18 years,577.507702,Households
410670399,Married-couple household:,With own children under 18 years,214.599421,Households
410670400,Cohabiting couple household:,With no own children of the householder under 18 years,20.785906999999998,Households
410670400,Cohabiting couple household:,With own children of the householder under 18 years,10.669326,Households
410670400,"Female householder, no spouse or partner present:",Living alone,140.542844,Households
410670400,"Female householder, no spouse or partner present:",With only nonrelatives present,26.602008,Households
410670400,"Female householder, no spouse or partner present:",With own children under 18 years,31.192436,Households
410670400,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",50.313548,Households
410670400,"Male householder, no spouse or partner present:",Living alone,106.997245,Households
410670400,"Male householder, no spouse or partner present:",With only nonrelatives present,28.107766,Households
410670400,"Male householder, no spouse or partner present:",With own children under 18 years,6.752846,Households
410670400,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",18.662848,Households
410670400,Married-couple household:,With no own children under 18 years,172.756012,Households
410670400,Married-couple household:,With own children under 18 years,75.63058,Households
410670401,Cohabiting couple household:,With no own children of the householder under 18 years,33.708782,Households
410670401,Cohabiting couple household:,With own children of the householder under 18 years,16.621548,Households
410670401,"Female householder, no spouse or partner present:",Living alone,99.306424,Households
410670401,"Female householder, no spouse or partner present:",With only nonrelatives present,8.242598000000001,Households
410670401,"Female householder, no spouse or partner present:",With own children under 18 years,11.12097,Households
410670401,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",17.311346,Households
410670401,"Male householder, no spouse or partner present:",Living alone,76.743966,Households
410670401,"Male householder, no spouse or partner present:",With only nonrelatives present,14.952298,Households
410670401,"Male householder, no spouse or partner present:",With own children under 18 years,6.828738,Households
410670401,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",7.201630000000001,Households
410670401,Married-couple household:,With no own children under 18 years,209.007898,Households
410670401,Married-couple household:,With own children under 18 years,111.190762,Households
410670402,Cohabiting couple household:,With no own children of the householder under 18 years,47.461467999999996,Households
410670402,Cohabiting couple household:,With own children of the householder under 18 years,19.655606,Households
410670402,"Female householder, no spouse or partner present:",Living alone,68.893279,Households
410670402,"Female householder, no spouse or partner present:",With only nonrelatives present,9.264942,Households
410670402,"Female householder, no spouse or partner present:",With own children under 18 years,41.989752,Households
410670402,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",45.257311,Households
410670402,"Male householder, no spouse or partner present:",Living alone,46.815328,Households
410670402,"Male householder, no spouse or partner present:",With only nonrelatives present,7.4765369999999995,Households
410670402,"Male householder, no spouse or partner present:",With own children under 18 years,16.431424,Households
410670402,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",20.017046,Households
410670402,Married-couple household:,With no own children under 18 years,395.203412,Households
410670402,Married-couple household:,With own children under 18 years,319.845062,Households
410670403,Cohabiting couple household:,With no own children of the householder under 18 years,9.466267,Households
410670403,Cohabiting couple household:,With own children of the householder under 18 years,6.121162999999999,Households
410670403,"Female householder, no spouse or partner present:",Living alone,111.68163200000001,Households
410670403,"Female householder, no spouse or partner present:",With only nonrelatives present,8.75131,Households
410670403,"Female householder, no spouse or partner present:",With own children under 18 years,48.749525000000006,Households
410670403,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",17.770228000000003,Households
410670403,"Male householder, no spouse or partner present:",Living alone,84.126099,Households
410670403,"Male householder, no spouse or partner present:",With only nonrelatives present,6.001778,Households
410670403,"Male householder, no spouse or partner present:",With own children under 18 years,1.0292890000000001,Households
410670403,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",0.219011,Households
410670403,Married-couple household:,With no own children under 18 years,331.618499,Households
410670403,Married-couple household:,With own children under 18 years,432.56124600000004,Households
410670404,Cohabiting couple household:,With no own children of the householder under 18 years,43.750127,Households
410670404,Cohabiting couple household:,With own children of the householder under 18 years,20.136919,Households
410670404,"Female householder, no spouse or partner present:",Living alone,94.086149,Households
410670404,"Female householder, no spouse or partner present:",With only nonrelatives present,10.283922,Households
410670404,"Female householder, no spouse or partner present:",With own children under 18 years,20.640126000000002,Households
410670404,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",28.990542,Households
410670404,"Male householder, no spouse or partner present:",Living alone,102.429788,Households
410670404,"Male householder, no spouse or partner present:",With only nonrelatives present,11.873579000000001,Households
410670404,"Male householder, no spouse or partner present:",With own children under 18 years,4.813085,Households
410670404,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",5.774484,Households
410670404,Married-couple household:,With no own children under 18 years,158.19409,Households
410670404,Married-couple household:,With own children under 18 years,108.043196,Households
410670405,Cohabiting couple household:,With no own children of the householder under 18 years,36.578996,Households
410670405,Cohabiting couple household:,With own children of the householder under 18 years,14.377191,Households
410670405,"Female householder, no spouse or partner present:",Living alone,149.692779,Households
410670405,"Female householder, no spouse or partner present:",With only nonrelatives present,13.804183,Households
410670405,"Female householder, no spouse or partner present:",With own children under 18 years,34.900053,Households
410670405,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",30.441402,Households
410670405,"Male householder, no spouse or partner present:",Living alone,58.083535999999995,Households
410670405,"Male householder, no spouse or partner present:",With only nonrelatives present,11.411244,Households
410670405,"Male householder, no spouse or partner present:",With own children under 18 years,13.118422999999998,Households
410670405,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",11.648087,Households
410670405,Married-couple household:,With no own children under 18 years,221.105303,Households
410670405,Married-couple household:,With own children under 18 years,145.724789,Households
410670406,Cohabiting couple household:,With no own children of the householder under 18 years,78.534085,Households
410670406,Cohabiting couple household:,With own children of the householder under 18 years,38.773181,Households
410670406,"Female householder, no spouse or partner present:",Living alone,295.275461,Households
410670406,"Female householder, no spouse or partner present:",With only nonrelatives present,3.959456,Households
410670406,"Female householder, no spouse or partner present:",With own children under 18 years,53.981122,Households
410670406,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",31.81976,Households
410670406,"Male householder, no spouse or partner present:",Living alone,326.737715,Households
410670406,"Male householder, no spouse or partner present:",With only nonrelatives present,51.533732,Households
410670406,"Male householder, no spouse or partner present:",With own children under 18 years,9.56646,Households
410670406,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",50.110853,Households
410670406,Married-couple household:,With no own children under 18 years,336.61947499999997,Households
410670406,Married-couple household:,With own children under 18 years,276.416245,Households
410670407,Cohabiting couple household:,With no own children of the householder under 18 years,87.572414,Households
410670407,Cohabiting couple household:,With own children of the householder under 18 years,0,Households
410670407,"Female householder, no spouse or partner present:",Living alone,324.98941,Households
410670407,"Female householder, no spouse or partner present:",With only nonrelatives present,33.225806000000006,Households
410670407,"Female householder, no spouse or partner present:",With own children under 18 years,72.6639,Households
410670407,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",19.774401,Households
410670407,"Male householder, no spouse or partner present:",Living alone,137.10928,Households
410670407,"Male householder, no spouse or partner present:",With only nonrelatives present,49.403711,Households
410670407,"Male householder, no spouse or partner present:",With own children under 18 years,7.865316,Households
410670407,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",43.729794,Households
410670407,Married-couple household:,With no own children under 18 years,241.791049,Households
410670407,Married-couple household:,With own children under 18 years,169.073475,Households
410670408,Cohabiting couple household:,With no own children of the householder under 18 years,132.071114,Households
410670408,Cohabiting couple household:,With own children of the householder under 18 years,3.71153,Households
410670408,"Female householder, no spouse or partner present:",Living alone,366.361745,Households
410670408,"Female householder, no spouse or partner present:",With only nonrelatives present,9.1e-5,Households
410670408,"Female householder, no spouse or partner present:",With own children under 18 years,52.643545,Households
410670408,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",68.384704,Households
410670408,"Male householder, no spouse or partner present:",Living alone,216.137934,Households
410670408,"Male householder, no spouse or partner present:",With only nonrelatives present,92.231993,Households
410670408,"Male householder, no spouse or partner present:",With own children under 18 years,0.089992,Households
410670408,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",10.370382,Households
410670408,Married-couple household:,With no own children under 18 years,501.226919,Households
410670408,Married-couple household:,With own children under 18 years,284.177122,Households
410670409,Cohabiting couple household:,With no own children of the householder under 18 years,79.049995,Households
410670409,Cohabiting couple household:,With own children of the householder under 18 years,29.417202,Households
410670409,"Female householder, no spouse or partner present:",Living alone,122.594966,Households
410670409,"Female householder, no spouse or partner present:",With only nonrelatives present,36.107935000000005,Households
410670409,"Female householder, no spouse or partner present:",With own children under 18 years,34.883811,Households
410670409,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",48.716199,Households
410670409,"Male householder, no spouse or partner present:",Living alone,74.059494,Households
410670409,"Male householder, no spouse or partner present:",With only nonrelatives present,11.434264,Households
410670409,"Male householder, no spouse or partner present:",With own children under 18 years,8.536372,Households
410670409,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",20.628778999999998,Households
410670409,Married-couple household:,With no own children under 18 years,314.08866700000004,Households
410670409,Married-couple household:,With own children under 18 years,187.34046899999998,Households
410670410,Cohabiting couple household:,With no own children of the householder under 18 years,68.513699,Households
410670410,Cohabiting couple household:,With own children of the householder under 18 years,77.879337,Households
410670410,"Female householder, no spouse or partner present:",Living alone,216.159748,Households
410670410,"Female householder, no spouse or partner present:",With only nonrelatives present,4.033842,Households
410670410,"Female householder, no spouse or partner present:",With own children under 18 years,83.183711,Households
410670410,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",71.103736,Households
410670410,"Male householder, no spouse or partner present:",Living alone,178.022363,Households
410670410,"Male householder, no spouse or partner present:",With only nonrelatives present,5.111263,Households
410670410,"Male householder, no spouse or partner present:",With own children under 18 years,6.053186,Households
410670410,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",33.912152,Households
410670410,Married-couple household:,With no own children under 18 years,872.561269,Households
410670410,Married-couple household:,With own children under 18 years,802.306407,Households
410670411,Cohabiting couple household:,With no own children of the householder under 18 years,252.826915,Households
410670411,Cohabiting couple household:,With own children of the householder under 18 years,92.45448,Households
410670411,"Female householder, no spouse or partner present:",Living alone,307.399794,Households
410670411,"Female householder, no spouse or partner present:",With only nonrelatives present,0.006528,Households
410670411,"Female householder, no spouse or partner present:",With own children under 18 years,209.647585,Households
410670411,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",71.201937,Households
410670411,"Male householder, no spouse or partner present:",Living alone,332.16919,Households
410670411,"Male householder, no spouse or partner present:",With only nonrelatives present,10.011788,Households
410670411,"Male householder, no spouse or partner present:",With own children under 18 years,30.810582,Households
410670411,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",123.590726,Households
410670411,Married-couple household:,With no own children under 18 years,1627.334021,Households
410670411,Married-couple household:,With own children under 18 years,1644.561937,Households
410670412,Cohabiting couple household:,With no own children of the householder under 18 years,19.483959,Households
410670412,Cohabiting couple household:,With own children of the householder under 18 years,8.858565,Households
410670412,"Female householder, no spouse or partner present:",Living alone,61.769967,Households
410670412,"Female householder, no spouse or partner present:",With only nonrelatives present,6.399405,Households
410670412,"Female householder, no spouse or partner present:",With own children under 18 years,9.223112,Households
410670412,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",16.818651,Households
410670412,"Male householder, no spouse or partner present:",Living alone,35.390312,Households
410670412,"Male householder, no spouse or partner present:",With only nonrelatives present,27.620516,Households
410670412,"Male householder, no spouse or partner present:",With own children under 18 years,33.360552999999996,Households
410670412,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",15.603511999999998,Households
410670412,Married-couple household:,With no own children under 18 years,306.082469,Households
410670412,Married-couple household:,With own children under 18 years,315.843262,Households
410670413,Cohabiting couple household:,With no own children of the householder under 18 years,38.71978,Households
410670413,Cohabiting couple household:,With own children of the householder under 18 years,45.746742000000005,Households
410670413,"Female householder, no spouse or partner present:",Living alone,254.961636,Households
410670413,"Female householder, no spouse or partner present:",With only nonrelatives present,27.000417,Households
410670413,"Female householder, no spouse or partner present:",With own children under 18 years,14.033887,Households
410670413,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",14.00187,Households
410670413,"Male householder, no spouse or partner present:",Living alone,74.498334,Households
410670413,"Male householder, no spouse or partner present:",With only nonrelatives present,0.05502,Households
410670413,"Male householder, no spouse or partner present:",With own children under 18 years,0,Households
410670413,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",27.118631999999998,Households
410670413,Married-couple household:,With no own children under 18 years,350.874984,Households
410670413,Married-couple household:,With own children under 18 years,199.749525,Households
410670414,Cohabiting couple household:,With no own children of the householder under 18 years,1641.342141,Households
410670414,Cohabiting couple household:,With own children of the householder under 18 years,225.519785,Households
410670414,"Female householder, no spouse or partner present:",Living alone,1333.261816,Households
410670414,"Female householder, no spouse or partner present:",With only nonrelatives present,112.005347,Households
410670414,"Female householder, no spouse or partner present:",With own children under 18 years,806.0002959999999,Households
410670414,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",319.938866,Households
410670414,"Male householder, no spouse or partner present:",Living alone,1382.013366,Households
410670414,"Male householder, no spouse or partner present:",With only nonrelatives present,101.941711,Households
410670414,"Male householder, no spouse or partner present:",With own children under 18 years,234.170509,Households
410670414,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",586.725881,Households
410670414,Married-couple household:,With no own children under 18 years,7671.008921,Households
410670414,Married-couple household:,With own children under 18 years,7183.426247,Households
410670415,Cohabiting couple household:,With no own children of the householder under 18 years,6.838187,Households
410670415,Cohabiting couple household:,With own children of the householder under 18 years,7.254706,Households
410670415,"Female householder, no spouse or partner present:",Living alone,555.460919,Households
410670415,"Female householder, no spouse or partner present:",With only nonrelatives present,14.672867,Households
410670415,"Female householder, no spouse or partner present:",With own children under 18 years,2.3079739999999997,Households
410670415,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",61.415593,Households
410670415,"Male householder, no spouse or partner present:",Living alone,193.435482,Households
410670415,"Male householder, no spouse or partner present:",With only nonrelatives present,0.05001,Households
410670415,"Male householder, no spouse or partner present:",With own children under 18 years,0,Households
410670415,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",4.503246,Households
410670415,Married-couple household:,With no own children under 18 years,302.33502,Households
410670415,Married-couple household:,With own children under 18 years,45.145424999999996,Households
410670416,Cohabiting couple household:,With no own children of the householder under 18 years,116.986616,Households
410670416,Cohabiting couple household:,With own children of the householder under 18 years,0.083312,Households
410670416,"Female householder, no spouse or partner present:",Living alone,148.142627,Households
410670416,"Female householder, no spouse or partner present:",With only nonrelatives present,37.975296,Households
410670416,"Female householder, no spouse or partner present:",With own children under 18 years,58.623932,Households
410670416,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",35.715031999999994,Households
410670416,"Male householder, no spouse or partner present:",Living alone,135.51146500000002,Households
410670416,"Male householder, no spouse or partner present:",With only nonrelatives present,16.964152,Households
410670416,"Male householder, no spouse or partner present:",With own children under 18 years,0.042226,Households
410670416,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",64.659761,Households
410670416,Married-couple household:,With no own children under 18 years,795.127114,Households
410670416,Married-couple household:,With own children under 18 years,636.482767,Households
410670417,Cohabiting couple household:,With no own children of the householder under 18 years,126.4492,Households
410670417,Cohabiting couple household:,With own children of the householder under 18 years,45.222695,Households
410670417,"Female householder, no spouse or partner present:",Living alone,484.69308600000005,Households
410670417,"Female householder, no spouse or partner present:",With only nonrelatives present,43.20084,Households
410670417,"Female householder, no spouse or partner present:",With own children under 18 years,153.621183,Households
410670417,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",71.058824,Households
